name,neighbourhood_cleansed,room_type,price,review_scores_rating,price_log
Bright Room With A Great River View,Harlem,Private room,60,100,4.094
Tree lined block modern apartment,Bedford-Stuyvesant,Entire home/apt,135,100,4.905
Sweet Historic Greenpoint Duplex,Greenpoint,Entire home/apt,175,100,5.165
Riverside Charm with Fire Place,Upper West Side,Entire home/apt,120,100,4.787
Sunny 3BR Apt Ideal for Family  ,Crown Heights,Entire home/apt,165,100,5.106
Cozy Private Room in West Harlem!,Harlem,Private room,90,100,4.500
UES Quiet & Spacious 1 bdrm for 4,Upper East Side,Entire home/apt,225,100,5.416
ALL ABOUT A VERY COMFORTABLE ROOM..,Fort Greene,Private room,95,100,4.554
Brooklyn- Crown Heights Garden Apt.,Crown Heights,Private room,55,100,4.007
Cozy room in Time Square!,Hell's Kitchen,Private room,95,100,4.554
Large Park Slope Townhouse Duplex,South Slope,Entire home/apt,199,100,5.293
2 Bedroom SoHo Apartment (Bowery),Lower East Side,Entire home/apt,211,100,5.352
"Manhattan Studio, Perfect Location",Midtown,Entire home/apt,145,100,4.977
Sun-Drenched Hamilton Hts Jewel   ,Harlem,Private room,65,100,4.174
Your Stunning Vacation Apartment!,Harlem,Entire home/apt,99,100,4.595
1 BDRM Apt-Weekend Sublease,Astoria,Entire home/apt,110,100,4.700
Beautiful Harlem Private Garden Apartment,Harlem,Entire home/apt,99,100,4.595
ROOM WITH A  KITCHENETTE,Crown Heights,Entire home/apt,80,100,4.382
"Conveniently Located, Sunny Brooklyn Heights!",Brooklyn Heights,Entire home/apt,175,100,5.165
Style in Stuyvesant Heights,Bedford-Stuyvesant,Entire home/apt,102,100,4.625
Spacious East Village apt near it all,East Village,Private room,87,100,4.466
Williamsburg apartment right by the subway,Williamsburg,Entire home/apt,190,100,5.247
Spacious Brooklyn Loft - 2 Bedroom,Williamsburg,Entire home/apt,200,100,5.298
"Park Slope Apt:, Spacious 2 bedroom",Park Slope,Entire home/apt,165,100,5.106
NYC Studio for Rent in Townhouse,Harlem,Entire home/apt,110,100,4.700
⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,East Village,Entire home/apt,395,100,5.979
Authentic New York City Living ,Bedford-Stuyvesant,Private room,99,100,4.595
SUPER BIG AND COZY PRIVATE BEDROOM,Kensington,Private room,39,100,3.664
☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,East Village,Entire home/apt,189,100,5.242
Gorgeous Upper West Side Apartment,Upper West Side,Private room,85,100,4.443
"Luxe, Spacious 2BR 2BA Nr Trains",Gowanus,Entire home/apt,260,100,5.561
City Room - Street View Apt,Harlem,Entire home/apt,122,100,4.804
***Manhattan NYC - Nice/clean Room!,Harlem,Private room,59,100,4.078
Cozy and Bright One Bedroom in BK,Greenpoint,Entire home/apt,165,100,5.106
Forest Hills Apt minutes to midtown Manhattan,Forest Hills,Entire home/apt,97,100,4.575
Spacious West Village 1 b/room King,West Village,Entire home/apt,170,100,5.136
Time Square  Shared APT.,Hell's Kitchen,Private room,76,100,4.331
Perfect Williamsburg Summer Haven,Williamsburg,Entire home/apt,125,100,4.828
Midtown cozy convenient,Murray Hill,Private room,130,100,4.868
Prime Williamsburg Apartment,Williamsburg,Entire home/apt,225,100,5.416
"Private, spacious room in Brooklyn",East Flatbush,Private room,50,100,3.912
Garden apartment close to Manhattan,Fort Greene,Entire home/apt,170,100,5.136
The Ground Studio - West Side,Chelsea,Entire home/apt,132,100,4.883
"Historical home w/ exceptional space, light & art",Park Slope,Entire home/apt,250,100,5.521
Park Ave 1Br - heart of Manhattan,Midtown,Entire home/apt,180,100,5.193
Sunny and Spacious Designer's Home,Greenpoint,Entire home/apt,141,100,4.949
"Spacious,Sunny, private one bedroom",Crown Heights,Entire home/apt,64,100,4.159
Truly Amazing Oasis In The City,Williamsburg,Entire home/apt,249,100,5.517
Holiday Time in NY - Oh My!!,Crown Heights,Private room,79,100,4.369
"East Village, King-Sized, Charmer",East Village,Entire home/apt,185,100,5.220
Affordable Furnished Apartment,Boerum Hill,Entire home/apt,110,100,4.700
Architect's Brownstone,Park Slope,Entire home/apt,650,100,6.477
LUXURY SOHO 2 Bedroom Apt ,Nolita,Entire home/apt,375,100,5.927
Charming Nolita Apartment!!,Nolita,Entire home/apt,175,100,5.165
"EAST VILLAGE STUDIO, sunny & quiet",East Village,Entire home/apt,150,100,5.011
LUXURY OF THE HORIZON,Harlem,Entire home/apt,259,100,5.557
1 Bdrm in 4 Bdrm dupelx/roof deck,East Village,Private room,96,100,4.564
The Heart of Prime Williamsburg,Williamsburg,Entire home/apt,145,100,4.977
Parisian apartment in Chelsea,Chelsea,Entire home/apt,200,100,5.298
Cozy 2 Bedroom with Private Garden,Upper West Side,Entire home/apt,95,100,4.554
NYC - Sunny Greenwich Village 1br,Greenwich Village,Entire home/apt,175,100,5.165
Garage Designer Loft,Williamsburg,Entire home/apt,451,100,6.111
Best City Area Columbia U Upper West Side C Park,Upper West Side,Entire home/apt,150,100,5.011
Your own apartment off Park Avenue,Upper East Side,Entire home/apt,250,100,5.521
Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,Woodlawn,Entire home/apt,69,100,4.234
Lower East Side 2 Bed Apt.,Lower East Side,Entire home/apt,250,100,5.521
Charming West Village Apartment,West Village,Entire home/apt,200,100,5.298
"Sunlit 1 bedroom apt: Williamsburg, Brooklyn",Williamsburg,Entire home/apt,155,100,5.043
Astoria-Private Home NYC-,Astoria,Private room,129,100,4.860
"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",Williamsburg,Private room,98,100,4.585
Park Slope Apartment,Park Slope,Entire home/apt,150,100,5.011
City Room - Semi Private Bedroom,Harlem,Private room,55,100,4.007
Cozy apartment in a brownstone,Harlem,Entire home/apt,300,100,5.704
Female Only Clean15min to Manhattan,Sunnyside,Private room,38,100,3.638
Greenpoint Spacious Loft,Greenpoint,Entire home/apt,125,100,4.828
Private E. Village Townhouse Stay,East Village,Private room,175,100,5.165
Harlem/Hamilton Heights Cozy Room,Harlem,Private room,75,100,4.317
Large  Loft Style  Studio  Space,Bedford-Stuyvesant,Entire home/apt,72,100,4.277
Hancock Town House!-Stuyvesant Mews,Bedford-Stuyvesant,Private room,165,100,5.106
Entire Apt in Heart of Williamsburg,Williamsburg,Entire home/apt,140,100,4.942
"Nice, cozy, neat apt Greenpoint,BK",Greenpoint,Entire home/apt,130,100,4.868
PRIVATE and SUNNY Williamsburg Apt!,Williamsburg,Entire home/apt,139,100,4.934
Purple Room for 2/3 in brownstone $1450 per month,Bedford-Stuyvesant,Private room,88,100,4.477
Red Room for two in Brownstone for $1355/mo,Bedford-Stuyvesant,Private room,80,100,4.382
"Chelsea living, 2BR best location",Chelsea,Private room,150,100,5.011
In the heart of East Village,East Village,Entire home/apt,200,100,5.298
Sunny 15min to Manhattan LADY only,Sunnyside,Private room,38,100,3.638
Surfer room 15mins to downtown NYC!,Williamsburg,Private room,90,100,4.500
Manhattan Penthouse-Max.12 guests,Harlem,Entire home/apt,295,100,5.687
Prime Williamsburg 3 BR with Deck,Williamsburg,Entire home/apt,450,100,6.109
Beautiful Brooklyn Oasis ,Crown Heights,Entire home/apt,130,100,4.868
Blue Room in Awesome Artist's Apartment!,Williamsburg,Private room,89,100,4.489
Cool & Spacious Harlem Artist Flat,Harlem,Entire home/apt,198,100,5.288
☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5 ☆,East Village,Entire home/apt,99,100,4.595
Greenpoint Loft / Le Chez Andrea,Greenpoint,Private room,46,100,3.829
"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",SoHo,Private room,140,100,4.942
Amazing Brownstone in Best Brooklyn,Carroll Gardens,Entire home/apt,500,100,6.215
Couldn't Be Closer To Columbia Uni2,Morningside Heights,Private room,75,100,4.317
Lady only Curtain-divided room,Sunnyside,Private room,32,100,3.466
Nice Manhattan Apt Near Central Park and Subway,Upper West Side,Entire home/apt,250,100,5.521
Private Stay In Peaceful Artist Apartment,Bushwick,Private room,60,100,4.094
Spacious Quiet rm - 20mins to Midtown,Washington Heights,Private room,75,100,4.317
"3 BR, Beautiful Brooklyn Duplex",Carroll Gardens,Entire home/apt,350,100,5.858
Spacious modern studio apartment in Manhattan,Chelsea,Entire home/apt,205,100,5.323
Gorgeous Duplex + Garden,Park Slope,Entire home/apt,219,100,5.389
Light-filled East Village Delight,East Village,Entire home/apt,190,100,5.247
"Sunny, quiet, legal homelike suite-Pk Slope South",South Slope,Entire home/apt,105,100,4.654
Lovely Vintage Haven—Heart of UWS,Upper West Side,Entire home/apt,175,100,5.165
Modern Space in Charming Pre-war,Harlem,Private room,95,100,4.554
Artistic East Village 1BR Apt.,East Village,Entire home/apt,170,100,5.136
Warehouse Loft with Garden view,Bedford-Stuyvesant,Entire home/apt,75,100,4.317
 Affordable & Cozy ,University Heights,Private room,37,100,3.611
Creative Vintage Loft in S. Williamsburg,Williamsburg,Entire home/apt,85,100,4.443
Very close to Downtown Awesome Private Apartment,Gravesend,Entire home/apt,106,100,4.663
The Happy home!,East Harlem,Entire home/apt,79,100,4.369
"Fort Greene, Brooklyn: Front Bedroom",Fort Greene,Private room,85,100,4.443
Beautiful UES Family Apartment,Upper East Side,Entire home/apt,250,100,5.521
Cozy Pre-War Harlem Apartment,Harlem,Shared room,49,100,3.892
spacious studio,Greenpoint,Private room,91,100,4.511
"Designer's Large, Sunny East Village Oasis",East Village,Private room,140,100,4.942
"Elegant 2-BR duplex, Union Square",Gramercy,Entire home/apt,400,100,5.991
Cozy private family home in Bushwick,Bushwick,Entire home/apt,150,100,5.011
Luxury 2Bed/2.5Bath Central Park View,Upper West Side,Entire home/apt,2000,100,7.601
Cosy Sunny 1brm in Prospect Heights,Crown Heights,Entire home/apt,97,100,4.575
East Village bedroom w rooftop,East Village,Private room,100,100,4.605
Brand New Beautiful Duplex Apartment with Garden,Greenpoint,Entire home/apt,500,100,6.215
"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",Chelsea,Entire home/apt,550,100,6.310
SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,Kips Bay,Entire home/apt,189,100,5.242
High-end doorman bldg in the LES,Lower East Side,Private room,130,100,4.868
Spring st SoHo Apartment,Nolita,Entire home/apt,300,100,5.704
"Prime Williamsburg, open Xmas-Feb 15 (30+days)",Williamsburg,Entire home/apt,90,100,4.500
Ultra Modern NYC Garden Apartment,Astoria,Entire home/apt,300,100,5.704
Modern Garden Apartment in NYC,Astoria,Entire home/apt,220,100,5.394
Gorgeous Entire Manhattan Townhouse,Harlem,Entire home/apt,199,100,5.293
Cozy studio Apartment in Upper East,East Harlem,Entire home/apt,120,100,4.787
A PRIVATE FLAT / APARTMENT- $SPECIAL$,Allerton,Entire home/apt,125,100,4.828
Williamsburg bedroom by Bedford Ave,Williamsburg,Private room,70,100,4.248
Clean and bright with a comfortable atmosphere,Williamsburg,Private room,70,100,4.248
Historic Brooklyn Studio Apartment,Bedford-Stuyvesant,Entire home/apt,99,100,4.595
Comfort at Crossroads of Downtown,Chelsea,Entire home/apt,250,100,5.521
"""The Oasis"" on Bedford Williamsburg",Williamsburg,Entire home/apt,250,100,5.521
"Large, sunny garden apartment.",Prospect Heights,Entire home/apt,170,100,5.136
UNION SQUARE/ E. VILL 1BR BEAUTIFUL,East Village,Entire home/apt,165,100,5.106
Hell's Kitchen Funky 80's Hideaway!,Hell's Kitchen,Private room,99,100,4.595
Room in Chic Modern High Line Luxury- New!,Chelsea,Private room,255,100,5.541
Family & Friends in New York City,East New York,Entire home/apt,169,100,5.130
Spacious & Comfy BK Brownstone,Crown Heights,Entire home/apt,99,100,4.595
Large Luxury Upper East Side Studio,Upper East Side,Entire home/apt,169,100,5.130
Chateau Style Brooklyn Loft for Singles or Couples,Bedford-Stuyvesant,Entire home/apt,160,100,5.075
Lovely Brooklyn Brownstone 1BR!,Prospect Heights,Entire home/apt,215,100,5.371
Beautiful Grdn. Apt. in Park Slope,Park Slope,Entire home/apt,130,100,4.868
Sun-drenched East Village Penthouse,East Village,Private room,110,100,4.700
Presence Guest Room - Chelsea NYC,Chelsea,Private room,111,100,4.710
Columbus Circle Luxury Private Bath en-suite,Hell's Kitchen,Private room,139,100,4.934
Bright Private Bedroom in Williamsburg (Bedford L),Williamsburg,Private room,72,100,4.277
"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",Sunnyside,Private room,75,100,4.317
Quiet Chelsea Studio w/Charm,Chelsea,Entire home/apt,149,100,5.004
Large Room Overlooking Central Park,Upper West Side,Private room,89,100,4.489
"Cheerful, comfortable room",Washington Heights,Private room,50,100,3.912
"5 stops 2 NYC, Very Clean, Host for 12yrs Legally!",Prospect-Lefferts Gardens,Private room,43,100,3.761
Cozy&Clean By Prospect Pk * NYC in 5 stops!,Prospect-Lefferts Gardens,Private room,42,100,3.738
Loft Style Apt in Williamsburg,Williamsburg,Private room,85,100,4.443
"Sunny, Large, Park Slope Bedroom",Park Slope,Private room,105,100,4.654
Huge Bklyn Loft w Private Roofdeck,Park Slope,Entire home/apt,265,100,5.580
Quiet Jr Alcove Near Times Square!,Hell's Kitchen,Entire home/apt,149,100,5.004
Large room in elevator drman bldg,Harlem,Private room,68,100,4.220
Tree-lined Street 5 min to Times Sq,Hell's Kitchen,Entire home/apt,175,100,5.165
"Comfy, Cozy, Brooklyn close to Manhattan",Bedford-Stuyvesant,Entire home/apt,99,100,4.595
Modern Bedroom in Hamilton Heights,Harlem,Private room,75,100,4.317
Sunny Space in Williamsburg,Williamsburg,Private room,100,100,4.605
Best Manhattan Studio Deal!   ,Upper East Side,Shared room,90,100,4.500
STYLISH EAST VILLAGE FLAT,East Village,Entire home/apt,160,100,5.075
Sunny Bushwick Loft,Williamsburg,Entire home/apt,100,100,4.605
Serene Park Slope Garden Apartment,Park Slope,Entire home/apt,190,100,5.247
Cozy and spacious - rare for NYC!,Bedford-Stuyvesant,Private room,67,100,4.205
Beautiful UES apartment,Upper East Side,Entire home/apt,190,100,5.247
St. James Pl Garden Apt 1block to PRATT &Gtrain,Clinton Hill,Entire home/apt,248,100,5.513
"Great, spacious apt in Williamsburg",Williamsburg,Private room,100,100,4.605
Comfortable. Spacious. Private Room.,Chinatown,Private room,95,100,4.554
Ideal Brooklyn Brownstone Apartment,Bedford-Stuyvesant,Entire home/apt,145,100,4.977
"A Cozy Oasis in Bushwick, NY",Bushwick,Private room,41,100,3.714
Private Entrance - Private Parking,Williamsburg,Entire home/apt,120,100,4.787
"Sunny, Spacious Studio in Ft.Greene",Fort Greene,Entire home/apt,157,100,5.056
Williamsburg Exposed Brick Loft,Williamsburg,Entire home/apt,195,100,5.273
Bright Modern Charming Housebarge,Sheepshead Bay,Entire home/apt,70,100,4.248
Fantastic Lower East Side Studio,Lower East Side,Entire home/apt,125,100,4.828
Central Bedford Avenue Apartment,Williamsburg,Entire home/apt,185,100,5.220
Welcome to Brooklyn! Bed-Stuy,Bedford-Stuyvesant,Entire home/apt,145,100,4.977
Sunnyside NYC/ AC room/ city views/ near Midtown,Sunnyside,Private room,50,100,3.912
Greenpoint Waterfront Loft,Greenpoint,Entire home/apt,185,100,5.220
Sunny Central Williamsburg Apt,Williamsburg,Entire home/apt,150,100,5.011
East Village House -- Unique!,East Village,Entire home/apt,250,100,5.521
2-bedroom share in heart of Greenwich Village!,West Village,Private room,80,100,4.382
1 Bedroom Pre War apt,Theater District,Entire home/apt,230,100,5.438
Quiet One Bedroom in Park Slope,Gowanus,Entire home/apt,100,100,4.605
"Sunny, calm room in Victorian home",Bedford-Stuyvesant,Private room,79,100,4.369
Modern Unique Studio in NYC,Long Island City,Entire home/apt,190,100,5.247
"2 Bed, 2 Bath Apartment on Central Park West",Upper West Side,Entire home/apt,300,100,5.704
"Luxury Furnished 1 bedro, Bay Ridge",Fort Hamilton,Entire home/apt,100,100,4.605
Your Haven in the Upper West Side,Harlem,Private room,80,100,4.382
"Wonderful Studio In Brooklyn, NY!!!",Bensonhurst,Entire home/apt,110,100,4.700
"Lovely Bdr in Harlem, Manhattan",Harlem,Private room,100,100,4.605
THE BEST DEAL ON THE HUDSON RIVER!!,Harlem,Private room,55,100,4.007
Lovely HUGE Master Bed + Study,Bedford-Stuyvesant,Private room,75,100,4.317
Newly Reno’d Chic Quiet Exec 1BR,East Village,Entire home/apt,146,100,4.984
1 Bedroom in prime Flatiron,NoHo,Private room,250,100,5.521
Large Artist Floorthru- Greenpoint,Greenpoint,Entire home/apt,102,100,4.625
CBG Helps Haiti Rm #3,Park Slope,Private room,100,100,4.605
BEST DEAL IN CHELSEA 1 bdrm NYC,Chelsea,Entire home/apt,199,100,5.293
Cozy two bedroom in L.E.S.,Lower East Side,Entire home/apt,140,100,4.942
Lovely Apartment,Prospect Heights,Entire home/apt,150,100,5.011
Artsy Loft-like Harlem Apartment,Harlem,Private room,69,100,4.234
"BEAUTIFUL APARTMENT, GREAT LOCATION",Boerum Hill,Entire home/apt,230,100,5.438
Quiet sunny studio Midtown,Midtown,Entire home/apt,100,100,4.605
Charming room in Victorian home,Bedford-Stuyvesant,Private room,79,100,4.369
Brooklyn B & B close to Manhattan,Fort Greene,Private room,140,100,4.942
The Notorious B.N.B. { low season discount },Clinton Hill,Private room,191,100,5.252
Sunny cozy multileveled apartment!,Shore Acres,Entire home/apt,75,100,4.317
Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,Williamsburg,Entire home/apt,220,100,5.394
ROOM WITH KITCHENETTE #2,Bedford-Stuyvesant,Entire home/apt,80,100,4.382
"Your Haven Awaits At ""Emma's Place""",Bedford-Stuyvesant,Entire home/apt,135,100,4.905
Amazing 1BR with Huge Walkin Closet for LONG TERM,Chinatown,Entire home/apt,110,100,4.700
Beautiful Brownstone,Bedford-Stuyvesant,Entire home/apt,100,100,4.605
1BDR - Hell's Kitchen Hideaway,Hell's Kitchen,Private room,130,100,4.868
Oversized Studio in Park Slope,Sunset Park,Entire home/apt,200,100,5.298
Apt with EmpireState view-Subway around the corner,Bedford-Stuyvesant,Entire home/apt,99,100,4.595
Monthly Apartment Rental,East Harlem,Entire home/apt,140,100,4.942
(D) BIG DEAL,Jamaica,Private room,70,100,4.248
TURQUOISE: One-Bedroom Apt. in Soho,SoHo,Private room,270,100,5.598
"Lovely pied-à-terre, in an historic building",Bedford-Stuyvesant,Entire home/apt,110,100,4.700
NYC Studio in Heart of Times Square,Hell's Kitchen,Entire home/apt,179,100,5.187
rooms for rent in Queens with piano,Ridgewood,Private room,55,100,4.007
Large Sunny Luxe Prvt Room/Midtown,Midtown,Private room,110,100,4.700
Spacious Stunning Harlem Townhouse,Harlem,Entire home/apt,325,100,5.784
Private Room With GREAT Location,Long Island City,Private room,75,100,4.317
Welcoming Small Comfortable Room!,Richmond Hill,Private room,40,100,3.689
HUGE Sunny Duplex Loft with Garden,South Slope,Entire home/apt,300,100,5.704
