name,neighbourhood_cleansed,room_type,price,review_scores_rating
NEW FLAT NEXT TO PASSEIG DE GRACIA,la Vila de Gracia,Entire home/apt,120,92
Nice Sunny View Eixample neighborhod (CV2),la Vila de Gracia,Entire home/apt,145,65
Ideal for 4/6 persons Apartment,la Vila de Gracia,Entire home/apt,67,91
Cozy flat in the heart of Gracia,la Vila de Gracia,Entire home/apt,85,94
Big room plenty of light,la Vila de Gracia,Private room,32,99
Private RoomS in Gracia,la Vila de Gracia,Private room,39,86
"Patio room, home in Gracia",la Vila de Gracia,Private room,51,90
*VERY LARGE ROOM* Gracia ëˆ 1/4 pax,la Vila de Gracia,Private room,45,97
Pretty apartment in GRACIA - WIFi,la Vila de Gracia,Entire home/apt,90,92
Single room in the center of Barcelona.Individual,la Vila de Gracia,Private room,25,
Luxury apartment in city center B2,la Vila de Gracia,Entire home/apt,240,93
"Sunny , charming and cosy home in Gracia",la Vila de Gracia,Private room,34,93
Youth rOOm in TerrAce FlaT: GRACIA,la Vila de Gracia,Private room,22,40
"Jardinets de Gracia D, Barcelona",la Vila de Gracia,Entire home/apt,125,96
BRIGHT APARTMENT W TERRACE _o¢ GRACIA,la Vila de Gracia,Entire home/apt,110,95
"Cute flat in Gracia, city center",la Vila de Gracia,Entire home/apt,60,
Diplex Gracia,la Vila de Gracia,Entire home/apt,150,65
"Acogedor estudio, tranquilo y cÕ©ntrico en GRACIA!",la Vila de Gracia,Entire home/apt,60,
"Gracia Samsi2, 2 rooms 2-4 pax",la Vila de Gracia,Entire home/apt,100,95
Cozy single room in the best zone:),la Vila de Gracia,Private room,16,90
Providence - Gracia Confot- 4 BR Apartment,la Vila de Gracia,Entire home/apt,120,60
Lovely flat in heart of Gracia,la Vila de Gracia,Entire home/apt,100,96
Habitaciin doble con balcin,la Vila de Gracia,Private room,50,
Perfect Room - Perfect Location,la Vila de Gracia,Private room,40,100
DESIGN 2BED APARTM NEAR PEDRERA,la Vila de Gracia,Entire home/apt,80,87
Penthouse in Gracia Pool and Terrace,la Vila de Gracia,Entire home/apt,100,73
Bohemian Rhapsody 3 Bedrooms Gracia,la Vila de Gracia,Entire home/apt,169,92
COZY MODERN FLAT near Paseo de Gracia!,la Vila de Gracia,Entire home/apt,72,98
Cosy apartment in the heart of BCN,la Vila de Gracia,Entire home/apt,145,
PrÕçctico Loft/Duplex,la Vila de Gracia,Entire home/apt,70,87
Large Room with Balcony and Terrace,la Vila de Gracia,Private room,55,100
SUPER LUMINOSA HABITACION EN GRACIA,la Vila de Gracia,Private room,19,
Apartment with terrace and pool in Sagrada Familia,la Vila de Gracia,Entire home/apt,100,78
Paseo de Gracia II With Terrace!,la Vila de Gracia,Entire home/apt,235,67
"Habitaciin muy cÕ©ntrica, cerca de La Pedrera",la Vila de Gracia,Private room,22,93
Gracia Lovely Apartment 233 ET,la Vila de Gracia,Entire home/apt,89,93
Sunny flat in the heart of Gracia ,la Vila de Gracia,Entire home/apt,65,94
Cozy room in the sweet Gracia,la Vila de Gracia,Private room,30,
"Familiar, luminoso y muy acogedor",la Vila de Gracia,Entire home/apt,90,93
Bright flat in the heart of Gracia district,la Vila de Gracia,Entire home/apt,80,100
Single or couple room with large bed,la Vila de Gracia,Private room,13,
FANTASTIC apartment in Barcelona,la Vila de Gracia,Entire home/apt,110,89
"Private room in Gracia, Barcelona",la Vila de Gracia,Private room,30,70
Fin de semana en Gracia - Barcelona,la Vila de Gracia,Private room,32,
Appartment with terrasse in Gracia,la Vila de Gracia,Entire home/apt,50,
Piso con dos habitaciones,la Vila de Gracia,Private room,70,93
Amazing Loft in Barcelona,la Vila de Gracia,Entire home/apt,120,100
"Bohemian Barcelona, cosy flat!",la Vila de Gracia,Private room,38,100
Wow! Bright studio by Ps. de Gracia,la Vila de Gracia,Entire home/apt,70,94
"Gracia Samsi3, 2 rooms 2-4 people",la Vila de Gracia,Entire home/apt,100,94
Room in the heart of Gracia,la Vila de Gracia,Private room,40,
Big sunny duplex! Skylight+Hammock,la Vila de Gracia,Entire home/apt,90,92
Colorful apartment,la Vila de Gracia,Entire home/apt,65,94
Big & Bright Room (Barrio de Gracia),la Vila de Gracia,Private room,35,91
Chilling flat,la Vila de Gracia,Private room,34,
Cozy flat in Gracia center!,la Vila de Gracia,Entire home/apt,56,81
Sunny room in lively Gracia neighborhood.,la Vila de Gracia,Private room,30,89
Gracia apartment near P Gracia  b,la Vila de Gracia,Entire home/apt,120,94
"(P1) Cozy apart, Gracia LA PEDRERA",la Vila de Gracia,Entire home/apt,60,77
QUIET AND COMFY 2BD WIFI GRACIA,la Vila de Gracia,Entire home/apt,125,80
Studio apartment in Vila de Gracia,la Vila de Gracia,Shared room,16,
"(P2) Cozy flat,  LA PEDRERA Gaudi",la Vila de Gracia,Entire home/apt,60,79
Lightflooded 2 bedroom flat with a view,la Vila de Gracia,Entire home/apt,95,98
"Barcelona , perfect place for 2 !! ",la Vila de Gracia,Entire home/apt,70,88
Confortable room beside Paseo de Gracia,la Vila de Gracia,Private room,45,98
Gracia Lovely Apartment 233,la Vila de Gracia,Entire home/apt,109,98
"Modern luxury, two terrace duplex",la Vila de Gracia,Private room,90,92
Spacious Gracia Agusti apartment,la Vila de Gracia,Entire home/apt,89,55
Private Terrace and Swimming Pool Apartment,la Vila de Gracia,Entire home/apt,100,84
House Gracia Relax - 6 persons,la Vila de Gracia,Entire home/apt,115,80
Private room in a sunny flat in Gracia district,la Vila de Gracia,Private room,35,98
Luxury loft in the warmest Gracia area for 6 pers.,la Vila de Gracia,Entire home/apt,69,95
On the top of the city - 1821,la Vila de Gracia,Entire home/apt,200,
2 BD + 2 BTH WIFI VIRREINA GRACIA,la Vila de Gracia,Entire home/apt,139,93
Habitaciin Cimoda y cÕ©ntrica.,la Vila de Gracia,Private room,60,91
Super Studio in Heart of Gracia,la Vila de Gracia,Entire home/apt,100,88
Room in Gracia situada en zona  muy cÕ©ntrica,la Vila de Gracia,Private room,23,96
Tordera  HUTB-009446,la Vila de Gracia,Entire home/apt,70,82
Nice apartment Paseo de Gracia,la Vila de Gracia,Entire home/apt,80,82
Attic with terrace in gracia,la Vila de Gracia,Private room,26,100
"ÕÅtico en Gracia muy luminoso, se alquila Habitacio",la Vila de Gracia,Private room,75,
JARDINETS DE GRÕoCIA!*ROOM8!,la Vila de Gracia,Private room,50,100
JARDINETS DE GRÕoCIA!*ROOM7!,la Vila de Gracia,Private room,50,
JARDINETS DE GRÕoCIA!*ROOM6!,la Vila de Gracia,Private room,50,
JARDINETS DE GRÕoCIA!*ROOM 5!,la Vila de Gracia,Private room,50,
Habitacion para dos en Gracia,la Vila de Gracia,Private room,30,90
Style and Relax in Gracia District 2A,la Vila de Gracia,Entire home/apt,80,90
nice and cozy room,la Vila de Gracia,Private room,34,93
Big room in the heart of Barcelona,la Vila de Gracia,Private room,15,100
Center of Barcelona - Double Room,la Vila de Gracia,Private room,30,87
Habitaciin en piso acogedor!!,la Vila de Gracia,Private room,50,100
Maison boutique 2. Luxury in Gracia,la Vila de Gracia,Private room,95,91
Gracia Lovely Apartment Planeta,la Vila de Gracia,Entire home/apt,84,100
THE PENTHOUSE OF ROSA,la Vila de Gracia,Entire home/apt,130,96
Bad&Breakfast.GRACIA(bcn).,la Vila de Gracia,Private room,30,
Big room with private bathroom-BCN,la Vila de Gracia,Private room,62,67
Increible Habitaciin Doble enGracia,la Vila de Gracia,Private room,40,100
Inspiring Vibe Room in Artistic Apartment Gracia,la Vila de Gracia,Private room,29,100
"GRACIA: LOVELY SPACIOUS 4P APARTMENT, 150m2 GARDEN",la Vila de Gracia,Entire home/apt,150,
Habitacion doble interior,la Vila de Gracia,Private room,25,93
TOP CLASS NEW | Sun Wifi Lift Metro,la Vila de Gracia,Entire home/apt,120,98
Cozy room near main highlights of the City.,la Vila de Gracia,Private room,23,96
Cozy Studio in Gracia Neighborhood,la Vila de Gracia,Entire home/apt,60,89
Small room with double bed in Eixample,la Vila de Gracia,Private room,18,95
Cozy Room in Gracia-Barcelona,la Vila de Gracia,Private room,40,
Habitaciin doble en Barcelona,la Vila de Gracia,Private room,100,
Nel cuore di Barcellona HUTB-006509,la Vila de Gracia,Entire home/apt,230,
"Modern loft, large terrace",la Vila de Gracia,Entire home/apt,69,88
Single room in the heart of Gracia,la Vila de Gracia,Private room,20,100
Quiet apartment with terrace-Gracia,la Vila de Gracia,Entire home/apt,104,95
Charming Duplex w/Terrace in Gracia,la Vila de Gracia,Private room,35,97
Cozy studio for 4 ppl near P.Gracia,la Vila de Gracia,Entire home/apt,100,96
Beautiful large terrace ZEN room,la Vila de Gracia,Private room,35,
"Patio home, Gracia",la Vila de Gracia,Private room,56,94
Hab.para 1 en el barrio de GraciÕ_!,la Vila de Gracia,Private room,26,93
Maison boutique 3. Luxury in Gracia,la Vila de Gracia,Private room,75,80
Habitaciin barrio de Gracia,la Vila de Gracia,Private room,25,81
"Upper room, patio home in Gracia",la Vila de Gracia,Private room,18,96
Private Room in Gracia,la Vila de Gracia,Private room,17,100
Bonita habitaciin doble en Gracia!!,la Vila de Gracia,Private room,30,93
Flat with balcony Gracia,la Vila de Gracia,Entire home/apt,80,78
Urban Charming Gracia,la Vila de Gracia,Entire home/apt,150,80
Quite flat in the heart of Gracia,la Vila de Gracia,Entire home/apt,78,80
Apartment in the heart of Gracia,la Vila de Gracia,Entire home/apt,120,97
Design Rootop Terrace Apartment,la Vila de Gracia,Entire home/apt,110,96
Vila de Gracia Apartment - 4042,la Vila de Gracia,Entire home/apt,200,90
COOL APART. IN THE HEART  OF BCN ,la Vila de Gracia,Entire home/apt,120,90
Bonita habitaciin individual,la Vila de Gracia,Private room,40,
GRACIA DREAM apartament,la Vila de Gracia,Entire home/apt,89,43
Big appartment with terrace and balcony,la Vila de Gracia,Entire home/apt,229,100
"ROSE, EXCELLENT LOCATION IN GRACIA",la Vila de Gracia,Entire home/apt,100,98
COZY QUIET APT.CENTER BALCONY  WIFI,la Vila de Gracia,Entire home/apt,80,91
Room for rent in carrer bruniquer,la Vila de Gracia,Private room,25,
Modern Duplex Gracia,la Vila de Gracia,Entire home/apt,150,
two single bedrooms in pretty flat @ Gracia,la Vila de Gracia,Private room,25,95
Amazing penthouse with 2 terraces,la Vila de Gracia,Entire home/apt,120,100
"Barcelona Best Flat, Gracia, Gym/Pool Free Tickets",la Vila de Gracia,Entire home/apt,159,93
Cosy 1BD in center of Gracia,la Vila de Gracia,Entire home/apt,101,94
DOUBLE ROOM IN THE CENTER OF GRACIA,la Vila de Gracia,Private room,27,86
Room private bathroom Rambla Cat,la Vila de Gracia,Private room,23,83
Loft Gracia sleeps 4 (Llibertat 1),la Vila de Gracia,Entire home/apt,70,91
Precious and Sunny Apartment - free WIFI,la Vila de Gracia,Entire home/apt,70,93
Beautiful Loft in Gracia,la Vila de Gracia,Private room,54,93
Bright Double Room in a nice cosy flat!,la Vila de Gracia,Private room,60,100
Lovely Double Room in Gracia,la Vila de Gracia,Private room,40,93
Amazing room with gorgeous terrace in Gracia!,la Vila de Gracia,Private room,25,
Big room with a private bathroom,la Vila de Gracia,Private room,61,80
Doble room for one person in Gracia,la Vila de Gracia,Private room,19,95
Apartment in a good location in BCN,la Vila de Gracia,Entire home/apt,150,97
NICE ROOM AVAILABLE IN THE HEART OF GRACIA,la Vila de Gracia,Private room,40,93
Bright single room Barcelona-Center,la Vila de Gracia,Private room,20,97
Private Terrace and Swimming Pool Apartment,la Vila de Gracia,Entire home/apt,165,
Rent a room in Gracia neighbourhood. Magic!,la Vila de Gracia,Private room,45,100
"Beautiful Atico in Gracia, with a 70sqm Terrace",la Vila de Gracia,Entire home/apt,60,60
CPhI - Gracia Studio Superior,la Vila de Gracia,Entire home/apt,139,
"Independent Room in Gracia, Barcelona.",la Vila de Gracia,Private room,29,89
"NiceRoom, CoolFlat, HeartGracia :)",la Vila de Gracia,Private room,25,85
Spacious duplex&terrace up to 10,la Vila de Gracia,Entire home/apt,120,92
DOUBLE ROOM PERFECTLY LOCATED,el Camp d'en Grassot i Gracia Nova,Private room,28,100
Nice Apartment in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,65,70
Hello Gracia! single room in happy flat,el Camp d'en Grassot i Gracia Nova,Private room,26,89
2 BR exterior next to Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,157,88
THE INSPIRING ROOM' in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,39,94
Habitaciin confortable en la encantadora Gracia!,el Camp d'en Grassot i Gracia Nova,Private room,19,
Habitacion encantadora en Gracia,el Camp d'en Grassot i Gracia Nova,Private room,43,98
Paseo San Juan Industria Terrace,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,
COZY ROOM CLOSE TO SAGRADA FAMILIA,el Camp d'en Grassot i Gracia Nova,Private room,24,80
Vintage DoubleBed RooM: GrAciA,el Camp d'en Grassot i Gracia Nova,Private room,30,40
Alquilo habitaciin en Gracia (bcn),el Camp d'en Grassot i Gracia Nova,Private room,45,80
double bedroom in cozy apartment ,el Camp d'en Grassot i Gracia Nova,Private room,30,96
Atico con terraza en Gracia!,el Camp d'en Grassot i Gracia Nova,Private room,28,72
Cozy bedroom in charming GrÕçcia,el Camp d'en Grassot i Gracia Nova,Private room,35,100
Private room on charming street,el Camp d'en Grassot i Gracia Nova,Private room,34,
Room with two single beds in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,30,92
Habitaciin en espacio inico,el Camp d'en Grassot i Gracia Nova,Private room,40,
SAGRADA FAMILIA & BALCONY ,el Camp d'en Grassot i Gracia Nova,Entire home/apt,95,78
Barcelona Center-Double room with balcony,el Camp d'en Grassot i Gracia Nova,Private room,45,
Silent flat Gracia & Sagr. Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,69,88
SAGRADA FAMILIA .DOUBLE  ROOM (BCN),el Camp d'en Grassot i Gracia Nova,Private room,20,85
Habitaciin doble en bonito apartamento,el Camp d'en Grassot i Gracia Nova,Private room,35,90
Flat near Sagrada Family and Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,48,89
Single Room with bathroom,el Camp d'en Grassot i Gracia Nova,Private room,35,95
Habitaciin individual  en barrio de Gracia,el Camp d'en Grassot i Gracia Nova,Private room,20,100
APARTAMENTO BARCELONA GRACIA,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,82
NUEVO Sagrada Familia Wifi gratis,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,94
ENCANTADORA Y CENTRICA HABITACION,el Camp d'en Grassot i Gracia Nova,Private room,53,
Habitacion sencilla Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,23,82
Habitacion Doble en Gracia #2,el Camp d'en Grassot i Gracia Nova,Private room,25,74
Wonderful penthouse in Barcelona!,el Camp d'en Grassot i Gracia Nova,Entire home/apt,108,92
Comfortable and remodeled apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,73,93
"Cosy, sunny and quiet loft next to the metro",el Camp d'en Grassot i Gracia Nova,Entire home/apt,84,100
Precioso Loft Parc Giell,el Camp d'en Grassot i Gracia Nova,Entire home/apt,40,73
Centric and cozy room!,el Camp d'en Grassot i Gracia Nova,Private room,30,97
Apartment Alejandro in barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,70,93
Tucson Suites II,el Camp d'en Grassot i Gracia Nova,Entire home/apt,155,100
Homely Apartment in Sagrada Familia - 4 bedrooms,el Camp d'en Grassot i Gracia Nova,Entire home/apt,115,92
Mini duplex de 30m2,el Camp d'en Grassot i Gracia Nova,Entire home/apt,42,88
Beautiful attic flat with terrace. Perfect4 couple,el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,100
Habitacion privada para 1 persona,el Camp d'en Grassot i Gracia Nova,Private room,40,
Buddhist flat amazing area,el Camp d'en Grassot i Gracia Nova,Entire home/apt,85,100
Quiet Double in Gaudi Central,el Camp d'en Grassot i Gracia Nova,Private room,45,100
"COZY APARTMENT, BEST LOCATION",el Camp d'en Grassot i Gracia Nova,Entire home/apt,60,85
Cozy and quiet Room near Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,30,
private single room in Gracia Nova,el Camp d'en Grassot i Gracia Nova,Private room,40,87
Apartment with two bedrooms for summer in BCN,el Camp d'en Grassot i Gracia Nova,Entire home/apt,130,
Gracia Terrace Barcelona Views,el Camp d'en Grassot i Gracia Nova,Entire home/apt,150,100
Design&Balcony in Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,99,93
Doble Mini-Duplex Privado Gracia,el Camp d'en Grassot i Gracia Nova,Private room,65,
Gracia - Sagrada Familia. 3 bd. 6p,el Camp d'en Grassot i Gracia Nova,Entire home/apt,59,90
Cozy Rooms In City Center Near Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,80,
Cool room in a great 3 bedrooms  apartment.,el Camp d'en Grassot i Gracia Nova,Private room,30,80
Habitaciin doble en Vila de Gracia,el Camp d'en Grassot i Gracia Nova,Private room,40,95
BEAUTIFUL & ECLECTIC FLAT IN GRACIA,el Camp d'en Grassot i Gracia Nova,Entire home/apt,120,96
Beautiful stay in Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,35,94
Ideal for groups Sda Familia area,el Camp d'en Grassot i Gracia Nova,Entire home/apt,250,76
Escorial Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,176,94
Piso ubicado en el barrio de gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,87
AMAZING APARTMENT IN GRACIA,el Camp d'en Grassot i Gracia Nova,Entire home/apt,120,97
Ground Floor Condo w/ Terrace Near Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,100
Cozy room in Barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,52,
Comfortable double room in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,35,98
Apartment in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,59,100
Nice and cozy room near Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,25,85
HABITACION DOBLE PARA PS16,el Camp d'en Grassot i Gracia Nova,Private room,65,
Double Room in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,50,
2 habitaciones con terraza,el Camp d'en Grassot i Gracia Nova,Private room,80,95
Premium Duplex _Òè Charming Terrace _Òè,el Camp d'en Grassot i Gracia Nova,Entire home/apt,99,96
"PENTHOUSE Terrace, Garage, INTERNET",el Camp d'en Grassot i Gracia Nova,Entire home/apt,150,96
WIFI Nice apartment 10mn SagFamilia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,88,87
Double Sunny Room With Balcony in Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,49,100
Modern Apartment - Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,110,88
Tucson Suites I,el Camp d'en Grassot i Gracia Nova,Entire home/apt,155,92
LegaGracia Apartment Barcelona ,el Camp d'en Grassot i Gracia Nova,Entire home/apt,120,92
Room in GRACIA!! the coolest neighborhood in BCN!!,el Camp d'en Grassot i Gracia Nova,Private room,23,100
Double room and private living,el Camp d'en Grassot i Gracia Nova,Private room,100,
Single occupancy room @ family home,el Camp d'en Grassot i Gracia Nova,Private room,20,100
Hogar Familiar,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,
Lovely rooms near Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,39,91
Single Room in Luxury Design Apartment city center,el Camp d'en Grassot i Gracia Nova,Private room,100,
Piso diÕçfano zona de Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,92
SUMMERTIME BCN a oasis in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,210,98
SUNNY DOUBL ROOM IN GRACIA/10m.FROM SAGRADA FAMILI,el Camp d'en Grassot i Gracia Nova,Private room,54,94
"2 1 NEW! AC, WIFI, SUNNY",el Camp d'en Grassot i Gracia Nova,Entire home/apt,75,93
Alii 1 Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,80
Double bedroom in charming flat,el Camp d'en Grassot i Gracia Nova,Private room,70,95
Habitaciin grande y luminosa en el centro de BCN,el Camp d'en Grassot i Gracia Nova,Private room,37,
Amaizing Loft Gracia-SagradaFamila,el Camp d'en Grassot i Gracia Nova,Entire home/apt,175,99
Sagrada Familia Suites,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,82
Modern 3 Bedroom Apartment in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,94
ROOM FOR RENT (Gracia Nova),el Camp d'en Grassot i Gracia Nova,Private room,45,98
Office Up Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,133,
Cozy @ Sagrada Famila,el Camp d'en Grassot i Gracia Nova,Entire home/apt,50,100
Independent Space of 27 m2,el Camp d'en Grassot i Gracia Nova,Entire home/apt,56,93
Cozy penthouse with terrace,el Camp d'en Grassot i Gracia Nova,Entire home/apt,50,91
FantÕçstica Gracia,el Camp d'en Grassot i Gracia Nova,Private room,30,90
2 Bedrooms Apartment Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,125,
Nice sunny room. 20' away from Mobile World MWC,el Camp d'en Grassot i Gracia Nova,Private room,80,100
Stylish Flat in BCN city center,el Camp d'en Grassot i Gracia Nova,Entire home/apt,85,97
Duplex Apartment in Gracia (B19A4),el Camp d'en Grassot i Gracia Nova,Entire home/apt,160,86
Piso en la fÕçntastica Gracia,el Camp d'en Grassot i Gracia Nova,Private room,30,91
Modern apartment with terrace,el Camp d'en Grassot i Gracia Nova,Entire home/apt,95,90
CAT apartment en Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,107,79
GREAT PRIVATE ROOM BY SAGRADA FAMILIA,el Camp d'en Grassot i Gracia Nova,Private room,41,90
Acojedora con mucho encanto,el Camp d'en Grassot i Gracia Nova,Private room,55,100
BARCIKA / Apartment in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,77,87
La Sagrada Familia: small and simple room.,el Camp d'en Grassot i Gracia Nova,Private room,15,89
ESPECTACULAR Õçtico delante Sagrada Familia!!!,el Camp d'en Grassot i Gracia Nova,Entire home/apt,130,100
Lovely sunny room on Paseo de Sant Joan,el Camp d'en Grassot i Gracia Nova,Private room,50,93
Habitaciin privada en Verdaguer,el Camp d'en Grassot i Gracia Nova,Private room,25,
CITY TRIP - Para 12 personas !!!!,el Camp d'en Grassot i Gracia Nova,Entire home/apt,220,83
Comfort & Modern Apartment Rosellon,el Camp d'en Grassot i Gracia Nova,Entire home/apt,137,83
Flat in Gracia - Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,65,93
Se alquila habitaciin,el Camp d'en Grassot i Gracia Nova,Private room,200,
Single Room in Luxury Design Apartment city center,el Camp d'en Grassot i Gracia Nova,Private room,90,
private and conforteble  room,el Camp d'en Grassot i Gracia Nova,Private room,33,95
Sagrada Familia area - Cirsega 2,el Camp d'en Grassot i Gracia Nova,Entire home/apt,116,94
"Magical Loft in the heart of Barcelona, Gracia.",el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,90
Habitaciin individual cerca de la Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,32,93
Office Up near Sagrada Familia ,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,50
SAGRADA FAMILIA NICE APARTMENT-1205,el Camp d'en Grassot i Gracia Nova,Entire home/apt,150,60
Cosy apartment close to the Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,45,
Single room in Gracia neigborhood,el Camp d'en Grassot i Gracia Nova,Private room,25,98
Loft Grassot Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,105,100
Room-private bathroom & air con in Gracia-Grassot,el Camp d'en Grassot i Gracia Nova,Private room,69,
Habitaciin ideal para parejas Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,38,95
Tucson Suites III,el Camp d'en Grassot i Gracia Nova,Entire home/apt,170,89
3 bedrooms + 2bathrooms + terrace,el Camp d'en Grassot i Gracia Nova,Entire home/apt,135,80
Amazing apartment in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,85,92
in Gracia near Park Giell-Terrace+PARKING possible,el Camp d'en Grassot i Gracia Nova,Entire home/apt,49,95
"Cozy room in Gracia, Barcelona",el Camp d'en Grassot i Gracia Nova,Private room,30,92
Vegetarian twin bedroom,el Camp d'en Grassot i Gracia Nova,Private room,28,91
Habitaciin en Gracia AGOSTO-SET.,el Camp d'en Grassot i Gracia Nova,Private room,24,90
Room with double bed in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,40,93
2-bedroom apartment with majestic terrace -Gracia-,el Camp d'en Grassot i Gracia Nova,Entire home/apt,55,
HUGE APARTMENT IN SAGRADA FAMILIA,el Camp d'en Grassot i Gracia Nova,Entire home/apt,180,83
Gorgeous Private bedroom with terrace in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,35,91
Sunny and cozy studio in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,50,91
Urban Chic Barcelona 4 bedrooms,el Camp d'en Grassot i Gracia Nova,Entire home/apt,133,93
PERFECTO PARA TUS VACACIONES,el Camp d'en Grassot i Gracia Nova,Entire home/apt,70,91
Barcelona - Barrio de Gracia!,el Camp d'en Grassot i Gracia Nova,Private room,20,
"Large, cozy room with terrace!!!!",el Camp d'en Grassot i Gracia Nova,Private room,30,90
Habitaciin individual en Gracia,el Camp d'en Grassot i Gracia Nova,Private room,25,100
Gracia Village,el Camp d'en Grassot i Gracia Nova,Entire home/apt,199,94
Alii II Paseo San Juan Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,100
Alii I Paseo San Juan Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,90,84
Apartamento de diseÕ±o CENTRO BCN,el Camp d'en Grassot i Gracia Nova,Entire home/apt,184,
Estudio privado en Gracia,el Camp d'en Grassot i Gracia Nova,Private room,65,95
Couch in an Atic,el Camp d'en Grassot i Gracia Nova,Shared room,30,
Alquilo habitaciin en el paseo de Sant Joan.Gracia,el Camp d'en Grassot i Gracia Nova,Private room,45,
Room_Private Bathroom & Terrace,el Camp d'en Grassot i Gracia Nova,Private room,70,96
Double room in Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,40,100
VERY COMFORTABLE&NICE ROOMS in apartment in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,80,88
"Two single rooms in lovely Gracia, near Park Giell",el Camp d'en Grassot i Gracia Nova,Private room,49,100
Double bedroom in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,60,80
"New! Gracia Samso4, 2 rooms 2-4 pax",el Camp d'en Grassot i Gracia Nova,Entire home/apt,100,90
Cozy and warm apartment!wifi & terrace!,el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,
Vicky Barcelona,el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,75
Amazing room in Sagrada Familia,el Camp d'en Grassot i Gracia Nova,Private room,40,96
Habitaciin doble en el barrio de Gracia!!,el Camp d'en Grassot i Gracia Nova,Private room,35,100
Habitaciin a pasos de Sagrada Familia y Park Giell,el Camp d'en Grassot i Gracia Nova,Private room,28,98
Quiet & centric room in Gracia,el Camp d'en Grassot i Gracia Nova,Private room,24,
Cozy Double Room,el Camp d'en Grassot i Gracia Nova,Private room,37,83
Apartment Sagrada Familia 4,el Camp d'en Grassot i Gracia Nova,Entire home/apt,110,91
"Living Gracia, Friendly Rentals",el Camp d'en Grassot i Gracia Nova,Entire home/apt,74,
Nice apartment 2 terraces in Gracia,el Camp d'en Grassot i Gracia Nova,Entire home/apt,65,80
65. Alii 5 Apartment,el Camp d'en Grassot i Gracia Nova,Entire home/apt,80,100
